Plate,Replicate,Row,Column,Well,WellType,drugs,strains
mainMutants,3,H,6,H6,EMPTY,NA,NA
mainMutants,3,A,7,A7,EMPTY,NA,NA
mainMutants,3,B,7,B7,DATA,BOTH,STP3_1G3
mainMutants,3,C,7,C7,DATA,NONE,STP3_1G3
mainMutants,3,D,7,D7,DATA,STR+,STP3_1G3
mainMutants,3,E,7,E7,DATA,RIF-,STP3_1G3
mainMutants,3,F,7,F7,DATA,STR-,STP3_1G3
mainMutants,3,G,7,G7,DATA,RIF+,STP3_1G3
mainMutants,3,H,7,H7,EMPTY,NA,NA
mainMutants,3,A,8,A8,EMPTY,NA,NA
mainMutants,3,B,8,B8,DATA,BOTH,STP1_D8
mainMutants,3,C,8,C8,DATA,NONE,STP1_D8
mainMutants,3,D,8,D8,DATA,STR+,STP1_D8
mainMutants,3,E,8,E8,DATA,RIF-,STP1_D8
mainMutants,3,F,8,F8,DATA,STR-,STP1_D8
mainMutants,3,G,8,G8,DATA,RIF+,STP1_D8
mainMutants,3,H,8,H8,EMPTY,NA,NA
mainMutants,3,A,9,A9,EMPTY,NA,NA
mainMutants,3,B,9,B9,DATA,BOTH,STP2_C2
mainMutants,3,C,9,C9,DATA,NONE,STP2_C2
mainMutants,3,D,9,D9,DATA,STR+,STP2_C2
mainMutants,3,E,9,E9,DATA,RIF-,STP2_C2
mainMutants,3,F,9,F9,DATA,STR-,STP2_C2
mainMutants,3,G,9,G9,DATA,RIF+,STP2_C2
mainMutants,3,H,9,H9,EMPTY,NA,NA
mainMutants,3,A,10,A10,EMPTY,NA,NA
mainMutants,3,B,10,B10,DATA,BOTH,RIF3_1B10
mainMutants,3,C,10,C10,DATA,NONE,RIF3_1B10
mainMutants,3,D,10,D10,DATA,STR+,RIF3_1B10
mainMutants,3,E,10,E10,DATA,RIF-,RIF3_1B10
mainMutants,3,F,10,F10,DATA,STR-,RIF3_1B10
mainMutants,3,G,10,G10,DATA,RIF+,RIF3_1B10
mainMutants,3,H,10,H10,EMPTY,NA,NA
mainMutants,3,A,11,A11,EMPTY,NA,NA
mainMutants,3,B,11,B11,DATA,BOTH,STP3_1D5
mainMutants,3,C,11,C11,DATA,NONE,STP3_1D5
mainMutants,3,D,11,D11,DATA,STR+,STP3_1D5
mainMutants,3,E,11,E11,DATA,RIF-,STP3_1D5
mainMutants,3,F,11,F11,DATA,STR-,STP3_1D5
mainMutants,3,G,11,G11,DATA,RIF+,STP3_1D5
mainMutants,3,H,11,H11,EMPTY,NA,NA
mainMutants,3,A,12,A12,EMPTY,NA,NA
mainMutants,3,B,12,B12,EMPTY,NA,NA
mainMutants,3,C,12,C12,EMPTY,NA,NA
mainMutants,3,D,12,D12,EMPTY,NA,NA
mainMutants,3,E,12,E12,EMPTY,NA,NA
mainMutants,3,F,12,F12,EMPTY,NA,NA
mainMutants,3,G,12,G12,EMPTY,NA,NA
mainMutants,3,H,12,H12,EMPTY,NA,NA
